id_usuario,fecha_compra,hora_compra,importe,descuento,importe_final,tienda
38492533D,2025-01-02,20:07:19,225.05,0.0,225.05,Donostia
56688323Q,2025-03-01,14:44:15,40.47,0.0,40.47,Bilbao
55469596J,2025-02-01,14:40:50,266.98,0.0,266.98,Donostia
92314682L,2025-04-22,14:33:43,140.18,0.0,140.18,Bilbao
79823578P,2025-05-06,13:33:19,277.79,0.0,277.79,Bilbao
34619268J,2025-08-30,08:32:07,342.82,39.38,303.44,Bilbao
,2025-08-05,20:48:04,304.06,0.0,304.06,Vitoria-Gasteiz
31487562X,2025-05-18,14:37:41,398.18,0.0,398.18,Donostia
18880869P,2025-10-17,13:04:30,254.78,0.0,254.78,Donostia
,2025-11-29,13:24:10,456.62,0.0,456.62,Donostia
75944280M,2025-11-07,12:22:24,402.56,67.5,335.06,Bilbao
,2025-09-03,14:09:02,497.44,0.0,497.44,Vitoria-Gasteiz
,2025-02-25,16:01:44,235.35,0.0,235.35,Bilbao
37323913L,2025-07-07,14:19:04,59.2,0.0,59.2,Bilbao
88193180W,2025-09-14,12:54:54,35.58,0.0,35.58,Bilbao
,2025-01-05,14:11:03,343.84,0.0,343.84,Bilbao
,2025-05-02,18:31:45,398.17,0.0,398.17,Vitoria-Gasteiz
,2025-04-04,14:15:11,365.24,0.0,365.24,Donostia
,2025-09-15,12:15:46,339.41,0.0,339.41,Vitoria-Gasteiz
69364357Z,2025-09-18,16:27:57,150.22,0.0,150.22,Donostia
49087160P,2025-04-15,13:27:39,149.12,0.0,149.12,Vitoria-Gasteiz
88740972A,2025-03-27,13:18:04,305.98,0.0,305.98,Bilbao
,2025-05-02,13:08:50,8.15,0.0,8.15,Donostia
,2025-12-27,17:14:03,139.39,0.0,139.39,Bilbao
25153958P,2025-12-08,13:19:03,54.91,0.0,54.91,Bilbao
,2025-07-23,16:58:49,155.63,0.0,155.63,Bilbao
24572197D,2025-10-03,18:38:50,342.76,0.0,342.76,Bilbao
85292108N,2025-12-01,20:12:43,249.06,0.0,249.06,Vitoria-Gasteiz
54656615J,2025-11-17,20:03:09,484.29,0.0,484.29,Vitoria-Gasteiz
86109525D,2025-02-10,19:04:47,389.73,0.0,389.73,Vitoria-Gasteiz
75840572G,2025-05-10,20:20:49,213.6,36.89,176.71,Donostia
27677388Q,2025-02-04,09:06:04,242.58,0.0,242.58,Bilbao
,2025-08-04,20:29:23,471.52,0.0,471.52,Donostia
,2025-01-07,13:00:26,68.33,0.0,68.33,Donostia
29324862T,2025-10-04,20:39:07,172.14,0.0,172.14,Bilbao
83239499S,2025-09-09,12:28:32,147.51,0.0,147.51,Vitoria-Gasteiz
,2025-08-23,14:29:34,409.19,0.0,409.19,Donostia
,2025-12-06,14:33:34,232.35,0.0,232.35,Bilbao
68566098Q,2025-08-05,14:22:45,36.09,1.87,34.22,Donostia
,2025-09-27,14:29:12,237.18,0.0,237.18,Vitoria-Gasteiz
81890087J,2025-03-28,13:26:38,7.71,0.96,6.75,Vitoria-Gasteiz
,2025-02-26,20:39:36,410.41,0.0,410.41,Vitoria-Gasteiz
76921383E,2025-05-30,20:51:43,216.98,0.0,216.98,Bilbao
16235293F,2025-09-24,08:36:33,264.56,41.19,223.37,Donostia
49677118Q,2025-01-04,20:54:57,70.39,0.0,70.39,Donostia
55925268D,2025-09-19,14:49:53,114.44,0.0,114.44,Bilbao
45136455J,2025-01-09,20:39:50,487.56,0.0,487.56,Bilbao
47739593B,2025-03-02,13:40:51,449.69,0.0,449.69,Bilbao
66536921Z,2025-02-25,14:18:53,49.5,0.0,49.5,Donostia
90415517X,2025-02-04,11:20:50,349.54,0.0,349.54,Bilbao
,2025-03-03,09:14:38,406.21,0.0,406.21,Bilbao
43906930E,2025-03-01,14:50:41,122.32,0.0,122.32,Vitoria-Gasteiz
,2025-10-07,19:59:23,157.19,0.0,157.19,Vitoria-Gasteiz
77800760V,2025-04-16,14:18:53,69.85,13.73,56.12,Donostia
,2025-08-22,13:38:51,159.88,0.0,159.88,Bilbao
,2025-12-21,12:35:01,322.61,0.0,322.61,Bilbao
,2025-09-16,19:44:34,229.48,0.0,229.48,Vitoria-Gasteiz
,2025-10-09,20:22:51,204.05,0.0,204.05,Vitoria-Gasteiz
86638096V,2025-05-25,19:54:10,229.45,0.0,229.45,Bilbao
,2025-07-06,19:47:29,240.55,0.0,240.55,Vitoria-Gasteiz
,2025-02-16,20:50:26,476.12,0.0,476.12,Donostia
50735396H,2025-01-02,20:03:25,458.94,0.0,458.94,Bilbao
,2025-09-17,14:11:26,370.58,0.0,370.58,Donostia
87138303C,2025-11-02,20:51:28,339.84,0.0,339.84,Bilbao
90522883N,2025-09-13,20:11:52,137.08,22.37,114.71,Donostia
,2025-09-27,13:22:57,210.98,0.0,210.98,Bilbao
,2025-04-06,14:31:46,383.7,0.0,383.7,Bilbao
,2025-11-21,16:22:48,146.59,0.0,146.59,Donostia
,2025-07-22,19:14:50,274.21,0.0,274.21,Donostia
76037317F,2025-12-04,14:25:49,130.1,0.0,130.1,Donostia
35089325L,2025-01-10,13:52:33,186.98,0.0,186.98,Bilbao
,2025-12-30,20:06:13,382.83,0.0,382.83,Bilbao
65976465E,2025-06-24,14:28:25,406.52,0.0,406.52,Vitoria-Gasteiz
50681813W,2025-05-15,13:15:32,417.41,0.0,417.41,Donostia
,2025-02-05,12:09:06,97.22,0.0,97.22,Donostia
36020958Z,2025-04-03,13:27:29,436.11,0.0,436.11,Vitoria-Gasteiz
,2025-07-08,14:29:15,495.18,0.0,495.18,Bilbao
47906260C,2025-09-19,12:57:50,20.54,0.0,20.54,Donostia
,2025-06-22,09:09:42,78.46,0.0,78.46,Bilbao
,2025-11-22,19:45:55,210.93,0.0,210.93,Vitoria-Gasteiz
87735068G,2025-02-10,20:34:23,105.58,0.0,105.58,Vitoria-Gasteiz
66970367W,2025-12-19,14:31:13,20.22,0.0,20.22,Bilbao
,2025-11-13,19:09:15,389.09,0.0,389.09,Vitoria-Gasteiz
86166494F,2025-02-22,14:04:54,182.16,0.0,182.16,Vitoria-Gasteiz
73844075E,2025-01-06,20:03:52,472.66,74.63,398.03,Bilbao
,2025-01-31,15:17:40,106.42,0.0,106.42,Bilbao
15683867Y,2025-11-07,15:39:48,310.57,0.0,310.57,Vitoria-Gasteiz
,2025-11-24,14:24:34,211.11,0.0,211.11,Bilbao
,2025-11-11,20:53:54,434.71,0.0,434.71,Vitoria-Gasteiz
,2025-07-19,17:44:54,400.7,0.0,400.7,Donostia
,2025-09-07,14:05:06,330.29,0.0,330.29,Donostia
80841708C,2025-01-25,14:00:41,435.66,0.0,435.66,Bilbao
46850272P,2025-06-28,14:42:56,142.29,0.0,142.29,Donostia
47436016B,2025-05-13,20:45:32,343.39,0.0,343.39,Bilbao
,2025-11-14,14:07:06,26.2,0.0,26.2,Vitoria-Gasteiz
,2025-12-22,16:38:11,17.73,0.0,17.73,Vitoria-Gasteiz
,2025-05-12,19:24:25,446.22,0.0,446.22,Bilbao
,2025-05-12,13:49:50,54.63,0.0,54.63,Vitoria-Gasteiz
,2025-01-24,19:45:28,57.38,0.0,57.38,Donostia
54971349S,2025-08-23,19:01:06,322.14,0.0,322.14,Vitoria-Gasteiz
13179131Q,2025-11-05,19:25:56,241.62,0.0,241.62,Vitoria-Gasteiz
85774773E,2025-07-05,19:44:49,444.99,0.0,444.99,Bilbao
,2025-04-23,20:15:48,19.87,0.0,19.87,Donostia
,2025-06-13,09:46:25,457.75,0.0,457.75,Vitoria-Gasteiz
43316449C,2025-09-28,20:20:36,187.08,0.0,187.08,Donostia
,2025-07-20,14:48:14,92.15,0.0,92.15,Vitoria-Gasteiz
98926502Y,2025-07-30,17:35:06,424.12,0.0,424.12,Donostia
,2025-06-22,20:26:33,435.55,0.0,435.55,Vitoria-Gasteiz
73506172N,2025-06-27,19:38:13,461.47,0.0,461.47,Vitoria-Gasteiz
,2025-05-02,12:24:23,72.88,0.0,72.88,Vitoria-Gasteiz
,2025-08-06,15:23:56,52.56,0.0,52.56,Donostia
,2025-04-15,20:01:07,345.83,0.0,345.83,Vitoria-Gasteiz
,2025-11-16,19:57:23,90.25,0.0,90.25,Bilbao
66358872P,2025-09-07,09:04:45,482.98,0.0,482.98,Donostia
,2025-11-23,20:05:19,295.09,0.0,295.09,Donostia
61309420E,2025-04-16,20:11:38,417.62,0.0,417.62,Bilbao
,2025-06-18,09:28:25,374.25,0.0,374.25,Vitoria-Gasteiz
,2025-09-02,10:47:55,35.75,0.0,35.75,Bilbao
83605860D,2025-09-21,08:58:23,80.48,9.44,71.04,Vitoria-Gasteiz
43933579Z,2025-10-02,09:20:05,220.93,0.0,220.93,Vitoria-Gasteiz
,2025-07-11,13:42:35,472.87,0.0,472.87,Donostia
85684329Z,2025-07-24,18:38:48,48.41,0.0,48.41,Donostia
21020257M,2025-07-22,13:37:46,182.17,0.0,182.17,Vitoria-Gasteiz
,2025-06-16,13:00:16,252.47,0.0,252.47,Bilbao
53740986Z,2025-04-16,10:09:53,390.59,0.0,390.59,Donostia
33111138Q,2025-12-09,14:33:17,497.45,0.0,497.45,Vitoria-Gasteiz
96107148S,2025-06-14,14:20:24,20.91,0.0,20.91,Donostia
45283992M,2025-04-04,18:56:46,220.97,30.89,190.08,Donostia
40213022Y,2025-08-26,13:24:31,416.02,0.0,416.02,Bilbao
32960979R,2025-02-11,13:05:07,40.43,0.0,40.43,Donostia
56786780X,2025-07-10,20:08:23,224.35,0.0,224.35,Donostia
,2025-09-06,16:48:21,89.15,0.0,89.15,Vitoria-Gasteiz
,2025-08-11,20:22:39,78.58,0.0,78.58,Bilbao
56107984J,2025-12-06,20:23:22,9.87,0.0,9.87,Donostia
10513255R,2025-11-17,20:04:32,59.56,0.0,59.56,Donostia
,2025-05-31,19:59:07,354.87,0.0,354.87,Bilbao
28192903D,2025-08-07,18:06:24,22.59,1.24,21.35,Bilbao
21149756Z,2025-12-16,20:48:27,470.84,0.0,470.84,Vitoria-Gasteiz
48321119M,2025-08-06,09:07:41,245.87,0.0,245.87,Bilbao
69066090B,2025-02-27,14:41:04,319.05,29.24,289.81,Bilbao
81672315M,2025-12-11,19:22:28,117.79,0.0,117.79,Donostia
19716581S,2025-10-02,12:26:32,219.53,0.0,219.53,Bilbao
,2025-12-18,09:10:28,314.83,0.0,314.83,Bilbao
46779321N,2025-11-22,14:55:55,299.87,0.0,299.87,Bilbao
,2025-07-23,12:02:31,327.6,0.0,327.6,Vitoria-Gasteiz
79946339H,2025-12-20,09:52:08,228.8,0.0,228.8,Donostia
,2025-01-02,15:39:32,403.61,0.0,403.61,Bilbao
67017379W,2025-04-01,19:12:34,487.57,19.48,468.09,Donostia
,2025-01-02,20:42:11,59.26,0.0,59.26,Vitoria-Gasteiz
96706757Z,2025-03-31,18:15:12,72.38,0.0,72.38,Bilbao
80290725W,2025-04-24,15:23:19,275.04,0.0,275.04,Bilbao
12917496Y,2025-07-30,14:47:06,54.83,0.0,54.83,Vitoria-Gasteiz
44860094C,2025-04-26,19:53:01,295.63,0.0,295.63,Bilbao
69959698T,2025-07-26,15:47:28,382.88,0.0,382.88,Donostia
73511628V,2025-04-13,16:52:32,256.28,0.0,256.28,Donostia
,2025-02-17,13:12:05,173.65,0.0,173.65,Vitoria-Gasteiz
,2025-09-12,13:49:56,167.33,0.0,167.33,Bilbao
50687122K,2025-04-16,20:25:29,349.83,0.0,349.83,Bilbao
15282304T,2025-10-01,08:59:21,435.45,65.55,369.9,Donostia
85811488Y,2025-01-16,14:38:46,363.14,0.0,363.14,Bilbao
62076997C,2025-12-12,16:26:52,92.67,0.0,92.67,Donostia
36589546L,2025-02-12,11:55:47,331.35,0.0,331.35,Vitoria-Gasteiz
64625668S,2025-10-15,14:53:34,177.59,0.0,177.59,Donostia
47054808M,2025-04-15,13:06:09,77.85,0.0,77.85,Donostia
11955015Y,2025-01-20,13:26:47,275.02,0.0,275.02,Bilbao
,2025-07-03,20:14:49,414.77,0.0,414.77,Vitoria-Gasteiz
99589329L,2025-02-20,19:18:04,416.98,0.0,416.98,Donostia
63954532L,2025-10-24,14:24:21,472.1,0.0,472.1,Donostia
,2025-10-11,13:05:14,218.8,0.0,218.8,Donostia
97042743Q,2025-10-04,11:41:14,283.29,0.0,283.29,Vitoria-Gasteiz
74634454Y,2025-01-20,19:08:46,348.49,0.0,348.49,Bilbao
,2025-11-16,20:05:54,271.82,0.0,271.82,Donostia
,2025-08-15,14:57:04,202.13,0.0,202.13,Donostia
60486636V,2025-07-25,13:10:58,436.46,0.0,436.46,Vitoria-Gasteiz
,2025-02-05,10:30:46,399.3,0.0,399.3,Bilbao
34227315A,2025-06-16,16:23:47,245.64,0.0,245.64,Donostia
,2025-01-21,14:48:20,432.66,0.0,432.66,Bilbao
38818028P,2025-08-19,19:08:55,71.7,0.0,71.7,Bilbao
83718312Z,2025-10-29,13:37:52,166.92,0.0,166.92,Vitoria-Gasteiz
88907660X,2025-01-19,12:12:11,98.88,0.0,98.88,Bilbao
74954309T,2025-03-08,14:03:23,233.31,0.0,233.31,Bilbao
,2025-05-18,12:35:04,415.0,0.0,415.0,Donostia
,2025-03-08,08:46:32,175.4,0.0,175.4,Donostia
,2025-09-29,18:08:33,181.33,0.0,181.33,Donostia
46364786Y,2025-01-24,12:21:18,483.9,0.0,483.9,Bilbao
71539121J,2025-04-05,15:53:15,43.45,0.0,43.45,Bilbao
,2025-10-07,14:53:02,312.2,0.0,312.2,Bilbao
83887048E,2025-02-22,14:59:47,76.85,8.42,68.43,Donostia
36037018C,2025-02-11,19:14:55,462.25,82.69,379.56,Bilbao
,2025-12-20,14:08:51,469.59,0.0,469.59,Bilbao
,2025-10-30,20:09:09,410.26,0.0,410.26,Vitoria-Gasteiz
21364672H,2025-06-25,19:22:38,381.15,0.0,381.15,Bilbao
,2025-01-22,15:43:56,462.16,0.0,462.16,Vitoria-Gasteiz
,2025-01-02,14:28:38,360.35,0.0,360.35,Donostia
,2025-05-20,20:08:52,344.97,0.0,344.97,Bilbao
15867516T,2025-05-03,20:21:20,187.49,20.72,166.77,Donostia
52889078A,2025-11-19,10:16:55,107.97,0.0,107.97,Donostia
,2025-02-08,17:35:26,348.77,0.0,348.77,Vitoria-Gasteiz
21279979B,2025-04-26,11:19:46,6.45,0.6,5.85,Bilbao
,2025-01-14,13:35:37,259.6,0.0,259.6,Donostia
,2025-02-22,09:43:50,72.65,0.0,72.65,Bilbao
73314535B,2025-03-08,13:09:44,31.07,0.0,31.07,Donostia
27437913V,2025-02-18,14:26:46,299.94,20.79,279.15,Bilbao
,2025-04-17,13:40:07,213.77,0.0,213.77,Vitoria-Gasteiz
88642264B,2025-01-15,13:18:43,359.79,0.0,359.79,Vitoria-Gasteiz
,2025-09-21,13:02:45,40.98,0.0,40.98,Vitoria-Gasteiz
,2025-07-04,20:40:07,244.12,0.0,244.12,Bilbao
,2025-01-19,13:07:43,196.81,0.0,196.81,Donostia
44812170M,2025-10-15,19:39:00,409.81,0.0,409.81,Vitoria-Gasteiz
96075124F,2025-01-16,14:13:33,459.0,0.0,459.0,Bilbao
55825629Y,2025-08-16,20:19:15,139.44,0.0,139.44,Vitoria-Gasteiz
35096737W,2025-01-16,14:42:42,482.8,0.0,482.8,Donostia
,2025-07-16,19:43:49,297.93,0.0,297.93,Donostia
46103661T,2025-05-19,19:15:46,499.02,0.0,499.02,Donostia
34161698M,2025-02-05,11:59:27,254.8,19.53,235.27,Vitoria-Gasteiz
,2025-06-20,19:19:01,98.88,0.0,98.88,Vitoria-Gasteiz
30592013N,2025-10-27,19:22:05,156.62,0.0,156.62,Vitoria-Gasteiz
68067375W,2025-10-16,08:42:41,21.19,4.01,17.18,Vitoria-Gasteiz
,2025-03-02,11:39:42,10.39,0.0,10.39,Donostia
,2025-01-25,19:27:36,180.82,0.0,180.82,Donostia
,2025-03-20,14:54:18,427.79,0.0,427.79,Vitoria-Gasteiz
,2025-08-19,17:23:48,455.24,0.0,455.24,Bilbao
,2025-01-17,10:57:48,368.35,0.0,368.35,Vitoria-Gasteiz
32460995Z,2025-12-25,11:00:29,405.3,0.0,405.3,Bilbao
62275143K,2025-03-15,19:19:58,495.16,0.0,495.16,Vitoria-Gasteiz
,2025-07-26,11:52:47,129.72,0.0,129.72,Vitoria-Gasteiz
33334253P,2025-05-28,20:29:28,76.74,0.0,76.74,Bilbao
22905910A,2025-03-23,14:08:57,102.58,0.0,102.58,Bilbao
56384229M,2025-12-14,14:29:19,83.03,0.0,83.03,Vitoria-Gasteiz
64540789Y,2025-07-10,19:50:54,128.73,0.0,128.73,Bilbao
68616612E,2025-12-30,13:20:24,431.56,0.0,431.56,Vitoria-Gasteiz
11139184P,2025-12-23,20:19:59,484.5,92.94,391.56,Donostia
67873070R,2025-03-28,08:54:56,305.0,0.0,305.0,Bilbao
,2025-06-20,12:13:09,380.16,0.0,380.16,Donostia
,2025-01-27,18:38:20,142.1,0.0,142.1,Donostia
,2025-03-03,13:52:15,27.77,0.0,27.77,Bilbao
97203139X,2025-05-12,12:18:42,123.46,0.0,123.46,Bilbao
,2025-12-12,11:08:02,392.25,0.0,392.25,Bilbao
39830594E,2025-02-20,20:21:06,137.2,0.0,137.2,Donostia
67017487H,2025-06-11,09:26:03,80.66,0.0,80.66,Bilbao
,2025-09-07,19:11:28,161.28,0.0,161.28,Donostia
82769439Y,2025-05-01,12:50:25,129.48,0.0,129.48,Donostia
20760402G,2025-08-07,13:18:44,319.73,0.0,319.73,Donostia
,2025-07-12,20:39:51,74.5,0.0,74.5,Donostia
92410132L,2025-07-11,11:59:05,405.57,0.0,405.57,Donostia
,2025-12-24,20:02:48,96.29,0.0,96.29,Bilbao
,2025-05-16,14:05:53,463.37,0.0,463.37,Bilbao
30787734A,2025-04-11,19:26:35,334.06,0.0,334.06,Bilbao
,2025-01-11,16:24:59,499.47,0.0,499.47,Donostia
17406463V,2025-12-31,14:09:35,384.35,64.21,320.14,Bilbao
80119436V,2025-02-22,10:08:03,249.65,0.0,249.65,Vitoria-Gasteiz
63703369Q,2025-07-28,11:07:24,381.4,0.0,381.4,Bilbao
31030876N,2025-08-02,08:37:19,168.85,0.0,168.85,Donostia
47010487M,2025-08-02,12:39:46,457.83,0.0,457.83,Donostia
35978050R,2025-01-27,20:47:55,347.8,0.0,347.8,Bilbao
,2025-10-24,15:42:24,190.47,0.0,190.47,Vitoria-Gasteiz
56823159A,2025-08-19,17:34:56,440.77,0.0,440.77,Bilbao
21912389J,2025-01-30,10:48:28,32.18,0.0,32.18,Vitoria-Gasteiz
,2025-07-23,20:58:05,210.78,0.0,210.78,Donostia
,2025-07-09,13:46:22,462.61,0.0,462.61,Vitoria-Gasteiz
96661916T,2025-07-17,20:53:14,85.34,0.0,85.34,Vitoria-Gasteiz
22228724Y,2025-04-16,15:59:23,222.36,0.0,222.36,Donostia
21804548L,2025-10-01,13:26:55,323.99,0.0,323.99,Bilbao
,2025-11-19,13:02:09,477.26,0.0,477.26,Vitoria-Gasteiz
93827937N,2025-10-12,20:43:57,243.32,0.0,243.32,Donostia
,2025-01-05,13:41:46,449.65,0.0,449.65,Donostia
94598975K,2025-12-03,20:26:10,444.56,0.0,444.56,Donostia
,2025-09-02,14:40:16,106.33,0.0,106.33,Bilbao
38011964W,2025-12-22,08:46:25,64.73,0.0,64.73,Vitoria-Gasteiz
56090342N,2025-09-13,20:41:09,90.82,0.0,90.82,Donostia
50124990D,2025-08-17,18:44:14,167.31,0.0,167.31,Bilbao
,2025-07-21,15:41:20,482.79,0.0,482.79,Bilbao
75255721C,2025-08-18,10:32:16,362.13,0.0,362.13,Bilbao
,2025-04-03,13:12:15,67.95,0.0,67.95,Donostia
,2025-05-08,20:24:12,291.31,0.0,291.31,Vitoria-Gasteiz
32565198G,2025-03-22,13:44:09,322.02,0.0,322.02,Vitoria-Gasteiz
,2025-06-07,15:51:06,132.92,0.0,132.92,Vitoria-Gasteiz
,2025-05-20,20:19:42,218.01,0.0,218.01,Vitoria-Gasteiz
,2025-07-07,12:22:18,83.76,0.0,83.76,Vitoria-Gasteiz
29096171K,2025-04-27,19:03:48,140.5,0.0,140.5,Donostia
,2025-06-20,09:08:46,319.63,0.0,319.63,Bilbao
,2025-01-05,14:08:10,127.17,0.0,127.17,Donostia
,2025-11-26,14:51:53,18.2,0.0,18.2,Bilbao
,2025-05-12,16:10:51,430.15,0.0,430.15,Donostia
54096510G,2025-04-26,12:21:32,82.79,0.0,82.79,Bilbao
16725843J,2025-08-08,08:49:22,219.44,0.0,219.44,Donostia
,2025-11-11,19:32:01,234.37,0.0,234.37,Bilbao
,2025-11-15,10:59:00,68.77,0.0,68.77,Bilbao
45829606J,2025-08-23,20:21:53,395.16,0.0,395.16,Donostia
69854953C,2025-03-24,19:09:34,459.38,68.17,391.21,Bilbao
,2025-09-06,14:50:08,289.99,0.0,289.99,Bilbao
44853756F,2025-12-26,13:33:52,398.15,0.0,398.15,Vitoria-Gasteiz
34231857Z,2025-07-07,13:50:20,473.87,0.0,473.87,Bilbao
,2025-04-28,14:59:40,65.48,0.0,65.48,Vitoria-Gasteiz
36703940B,2025-12-08,19:14:43,175.69,0.0,175.69,Bilbao
,2025-09-24,19:25:03,117.13,0.0,117.13,Vitoria-Gasteiz
42774210Y,2025-05-30,19:37:54,193.35,11.78,181.57,Bilbao
,2025-01-27,20:56:59,262.41,0.0,262.41,Vitoria-Gasteiz
65945083N,2025-06-20,13:26:36,217.9,0.0,217.9,Bilbao
,2025-04-11,17:15:28,177.7,0.0,177.7,Vitoria-Gasteiz
48609206V,2025-02-15,11:35:43,124.54,0.0,124.54,Bilbao
61388459X,2025-02-03,14:33:37,312.24,0.0,312.24,Donostia
61504316Q,2025-03-30,08:45:25,226.85,0.0,226.85,Bilbao
95960216F,2025-03-07,17:36:01,246.08,0.0,246.08,Bilbao
,2025-12-17,14:10:36,87.19,0.0,87.19,Donostia
,2025-04-29,20:39:26,429.49,0.0,429.49,Vitoria-Gasteiz
73495835W,2025-01-02,20:36:25,356.64,51.87,304.77,Bilbao
,2025-01-07,20:37:03,236.29,0.0,236.29,Donostia
32426649F,2025-08-15,13:27:12,31.03,2.89,28.14,Bilbao
,2025-06-03,13:37:09,30.82,0.0,30.82,Donostia
11838037Y,2025-07-16,19:23:36,102.81,0.0,102.81,Bilbao
35852952T,2025-06-29,10:42:00,405.03,0.0,405.03,Bilbao
,2025-11-28,20:03:15,238.49,0.0,238.49,Vitoria-Gasteiz
69514359X,2025-08-10,13:30:56,92.3,0.0,92.3,Bilbao
35119218N,2025-02-01,19:57:14,317.39,55.08,262.31,Bilbao
57527799S,2025-07-11,13:49:35,233.07,44.85,188.22,Bilbao
,2025-05-30,11:49:27,354.33,0.0,354.33,Vitoria-Gasteiz
,2025-07-13,15:17:19,482.05,0.0,482.05,Donostia
,2025-12-10,10:38:31,416.51,0.0,416.51,Donostia
,2025-11-11,19:48:26,333.96,0.0,333.96,Bilbao
57956556Y,2025-10-29,12:04:12,102.22,0.0,102.22,Donostia
12100567Z,2025-02-07,13:29:11,342.51,0.0,342.51,Bilbao
,2025-06-15,11:47:12,337.43,0.0,337.43,Vitoria-Gasteiz
48679661T,2025-10-14,20:14:18,133.17,0.0,133.17,Bilbao
,2025-12-04,08:58:59,155.05,0.0,155.05,Donostia
,2025-07-12,13:53:46,152.75,0.0,152.75,Vitoria-Gasteiz
61468725Y,2025-05-27,09:34:52,334.48,51.45,283.03,Donostia
,2025-10-27,09:07:25,277.11,0.0,277.11,Vitoria-Gasteiz
,2025-01-31,13:46:12,474.27,0.0,474.27,Bilbao
10526126S,2025-08-05,20:08:13,20.84,0.0,20.84,Bilbao
75495879N,2025-07-29,11:59:08,32.07,0.0,32.07,Bilbao
,2025-08-03,13:18:11,204.07,0.0,204.07,Bilbao
,2025-03-05,13:36:27,204.4,0.0,204.4,Donostia
79755834E,2025-04-16,14:19:21,339.0,0.0,339.0,Donostia
,2025-01-01,12:29:02,27.75,0.0,27.75,Bilbao
,2025-03-18,18:55:54,461.48,0.0,461.48,Bilbao
62422432H,2025-12-05,19:16:16,57.03,0.0,57.03,Donostia
,2025-04-16,15:17:16,30.63,0.0,30.63,Donostia
87735068G,2025-01-02,08:43:47,113.4,4.09,109.31,Vitoria-Gasteiz
,2025-11-07,16:06:24,21.38,0.0,21.38,Donostia
32798456L,2025-04-28,19:01:23,199.06,36.44,162.62,Vitoria-Gasteiz
,2025-07-06,10:49:53,384.22,0.0,384.22,Vitoria-Gasteiz
,2025-10-30,20:39:16,37.26,0.0,37.26,Bilbao
27378698G,2025-03-22,20:16:50,178.49,34.94,143.55,Vitoria-Gasteiz
19395807E,2025-05-09,13:22:39,276.27,0.0,276.27,Bilbao
79057302T,2025-02-08,10:24:05,356.39,27.37,329.02,Donostia
,2025-06-13,20:51:03,307.75,0.0,307.75,Donostia
,2025-03-08,14:34:43,231.1,0.0,231.1,Bilbao
,2025-09-28,14:02:44,329.72,0.0,329.72,Donostia
91438027D,2025-09-06,13:24:19,39.87,0.0,39.87,Bilbao
73516938Z,2025-05-04,14:32:11,241.67,12.71,228.96,Vitoria-Gasteiz
94976321Y,2025-07-13,12:29:35,227.79,16.74,211.05,Bilbao
,2025-01-01,19:45:08,402.89,0.0,402.89,Vitoria-Gasteiz
,2025-10-01,12:43:49,475.84,0.0,475.84,Vitoria-Gasteiz
,2025-12-06,14:05:05,408.7,0.0,408.7,Donostia
13753178Y,2025-11-07,19:46:34,270.37,0.0,270.37,Donostia
83581232Z,2025-03-12,13:24:51,108.96,0.0,108.96,Vitoria-Gasteiz
95150032K,2025-08-12,14:34:26,418.32,0.0,418.32,Vitoria-Gasteiz
22397006C,2025-02-15,10:46:54,196.08,22.24,173.84,Bilbao
22138691H,2025-03-08,16:30:25,144.84,0.0,144.84,Bilbao
,2025-02-22,15:22:52,266.68,0.0,266.68,Bilbao
43175803L,2025-08-05,20:53:34,128.37,0.0,128.37,Vitoria-Gasteiz
86704284B,2025-03-10,13:00:08,125.71,0.0,125.71,Vitoria-Gasteiz
43257727V,2025-01-06,14:51:03,145.57,18.89,126.68,Donostia
,2025-08-08,20:36:16,76.72,0.0,76.72,Bilbao
,2025-01-19,13:09:12,101.49,0.0,101.49,Bilbao
54932657D,2025-11-10,11:57:43,162.94,0.0,162.94,Donostia
,2025-05-12,20:21:08,205.83,0.0,205.83,Bilbao
,2025-12-31,13:47:37,400.22,0.0,400.22,Bilbao
30942930H,2025-01-21,20:13:23,103.09,0.0,103.09,Bilbao
18686948T,2025-09-04,20:18:47,219.85,0.0,219.85,Donostia
25592807V,2025-09-28,09:23:50,332.36,41.63,290.73,Bilbao
32327886Y,2025-08-04,20:17:33,498.85,0.0,498.85,Vitoria-Gasteiz
26765186V,2025-02-18,11:19:50,232.28,0.0,232.28,Bilbao
12795818K,2025-09-06,13:23:22,243.75,0.0,243.75,Donostia
12291844T,2025-07-17,15:23:19,467.43,0.0,467.43,Bilbao
20902879L,2025-10-27,13:17:43,307.91,0.0,307.91,Bilbao
37549719B,2025-08-30,13:43:12,349.7,0.0,349.7,Donostia
74901180R,2025-10-27,20:09:44,191.46,31.44,160.02,Vitoria-Gasteiz
,2025-02-13,19:38:38,270.42,0.0,270.42,Vitoria-Gasteiz
12227820P,2025-12-19,14:29:23,420.29,0.0,420.29,Donostia
76754565T,2025-12-09,14:27:13,346.35,0.0,346.35,Vitoria-Gasteiz
,2025-05-04,14:02:06,218.17,0.0,218.17,Donostia
31954740N,2025-08-18,19:50:43,82.15,0.0,82.15,Vitoria-Gasteiz
,2025-08-27,15:52:00,445.99,0.0,445.99,Donostia
10545161Y,2025-04-18,17:17:27,416.5,0.0,416.5,Donostia
94801839W,2025-10-20,11:59:15,330.52,14.76,315.76,Bilbao
